PERMNO,date,SHRCD,PRC,SHROUT,mcap,year,GVKEY,LPERMNO,TIC,CONM,SIC,CIK,LINKDT,LINKENDDT,gvkey,fyear,revt,CPI_factor,adj_mcap,adj_mcap_category
32256,1980-12-31,11.0,25.75,1712.0,7.644280993718344,1980,5185.0,32256.0,GDS.B,GLENMORE DISTILLERIES  -CL B,2080,41781.0,1962-07-02,1991-08-30,5185.0,1980.0,135.492,3.458425925925926,8.183159471924128,8.0-9.0
43748,1980-12-31,11.0,32.875,1640.0,7.731709609545512,1980,8783.0,43748.0,PS.1,PROLER INTERNATIONAL CORP,3312,80693.0,1966-08-29,1996-12-31,8783.0,1980.0,105.692,3.458425925925926,8.270588087751296,8.0-9.0
64929,1980-12-31,11.0,16.125,3454.0,7.745822056538746,1980,8850.0,64929.0,KWR,QUAKER CHEMICAL CORP,2990,81362.0,1972-12-14,,8850.0,1980.0,93.483,3.458425925925926,8.28470053474453,8.0-9.0
45866,1980-12-31,11.0,37.25,5394.0,8.303037219201185,1980,6492.0,45866.0,KOL.1,KOLLMORGEN CORP,3621,56583.0,1968-03-07,2000-06-30,6492.0,1980.0,191.249,3.458425925925926,8.84191569740697,8.0-9.0
64769,1980-12-31,11.0,22.375,2883.0,7.809607686376157,1980,8829.0,64769.0,PBEN,PURITAN-BENNETT CORP,3842,81199.0,1972-12-14,1995-08-31,8829.0,1980.0,100.119,3.458425925925926,8.348486164581942,8.0-9.0
23051,1980-12-31,11.0,28.0,1306.0,7.563101208281274,1980,2967.0,23051.0,CLEA.,CHEMICAL LEAMAN CORP,4213,215425.0,1972-12-14,1993-04-30,2967.0,1980.0,174.477,3.458425925925926,8.101979686487057,8.0-9.0
46819,1980-12-31,11.0,26.75,2365.0,7.801154931431077,1980,6287.0,46819.0,JOSL,JOSLYN CORP,3620,54045.0,1972-12-14,1995-11-30,6287.0,1980.0,143.843,3.458425925925926,8.340033409636861,8.0-9.0
62092,1980-12-31,11.0,30.75,4299.0,8.121212565228442,1980,10530.0,62092.0,TMO,THERMO FISHER SCIENTIFIC INC,3826,97745.0,1972-12-14,,10530.0,1980.0,174.63,3.458425925925926,8.660091043434226,8.0-9.0
25523,1980-12-31,11.0,14.625,16890.0,8.392725524325227,1980,6337.0,25523.0,WR1,KANSAS GAS & ELECTRIC CO,4911,54496.0,1955-06-30,1962-01-30,6337.0,1980.0,293.808,3.458425925925926,8.931604002531012,8.0-9.0
11173,1980-12-31,11.0,33.625,3060.0,8.012383719492044,1980,1178.0,11173.0,AFBK.,AFFILIATED BANKSHARES COLO,6020,2682.0,1974-01-01,1974-01-30,1178.0,1980.0,154.07,3.458425925925926,8.55126219769783,8.0-9.0
72726,1980-12-31,11.0,41.375,2087.0,7.936260455849229,1980,10035.0,72726.0,STT,STATE STREET CORP,6020,93751.0,1972-12-14,,10035.0,1980.0,316.265,3.458425925925926,8.475138934055014,8.0-9.0
61955,1980-12-31,11.0,57.75,3529.0,8.309203646924152,1980,8440.0,61955.0,PVAC,PENN VIRGINIA CORP,1311,77159.0,1972-12-14,2016-01-12,8440.0,1980.0,50.43,3.458425925925926,8.848082125129936,8.0-9.0
63765,1980-12-31,11.0,41.875,4623.0,8.286878713482983,1980,9904.0,63765.0,SWN,SOUTHWESTERN ENERGY CO,4923,7332.0,1973-01-01,1973-01-30,9904.0,1980.0,47.959,3.458425925925926,8.825757191688767,8.0-9.0
62287,1980-12-31,11.0,16.0,2906.0,7.667415592617927,1980,5782.0,62287.0,HUN.2,HUNT CORP,3579,49146.0,1972-12-14,2002-12-31,5782.0,1980.0,55.253,3.458425925925926,8.206294070823711,8.0-9.0
49699,1980-12-31,10.0,14.0,3848.0,7.731363099044014,1980,10002.0,49699.0,CAA,CALATLANTIC GROUP INC,1531,878560.0,1969-12-10,1986-12-29,10002.0,1980.0,121.66,3.458425925925926,8.270241577249799,8.0-9.0
30382,1980-12-31,11.0,18.25,3249.0,7.773012580137476,1980,4016.0,30382.0,DG,DOLLAR GENERAL CORP,5331,29534.0,1972-12-14,2007-07-06,4016.0,1980.0,209.753,3.458425925925926,8.31189105834326,8.0-9.0
41769,1980-12-31,10.0,6.25,8507.0,7.7256564501489775,1980,12822.0,41769.0,FDRC,FEDERAL RESOURCES CORP,1040,34907.0,1965-03-30,1989-05-24,12822.0,1980.0,11.452,3.458425925925926,8.264534928354761,8.0-9.0
27385,1980-12-31,11.0,12.25,10844.0,8.123325597609,1980,8171.0,27385.0,ED2,ORANGE & ROCKLAND UTILITIES,4931,74778.0,1960-06-30,1962-01-30,8171.0,1980.0,373.748,3.458425925925926,8.662204075814785,8.0-9.0
49031,1980-12-31,11.0,14.0,6081.0,7.930103039090909,1980,4809.0,49031.0,FLO,FLOWERS FOODS INC,2050,1128928.0,1969-08-21,2001-03-26,4809.0,1980.0,324.073,3.458425925925926,8.468981517296694,8.0-9.0
36898,1980-12-31,11.0,24.5,1873.0,7.66170386173977,1980,10056.0,36898.0,SCL,STEPAN CO,2840,94049.0,1966-01-31,,10056.0,1980.0,157.517,3.458425925925926,8.200582339945555,8.0-9.0
55781,1980-12-31,11.0,21.125,11962.0,8.402600515697818,1980,2008.0,55781.0,BDG.2,BANDAG INC,3011,9534.0,1972-10-31,2007-05-31,2008.0,1980.0,330.918,3.458425925925926,8.941478993903603,8.0-9.0
36468,1980-12-31,11.0,35.5,4914.0,8.241663505199156,1980,9667.0,36468.0,SHW,SHERWIN-WILLIAMS CO,2851,89800.0,1962-07-02,,9667.0,1980.0,1263.721,3.458425925925926,8.780541983404941,8.0-9.0
54420,1980-12-31,11.0,21.0,3584.0,7.876587295724007,1980,10907.0,54420.0,UI.1,UNITED INNS INC,7011,101281.0,1972-03-27,1995-01-31,10907.0,1980.0,121.024,3.458425925925926,8.41546577392979,8.0-9.0
43772,1980-12-31,11.0,27.0,3757.0,8.006204959222371,1980,2154.0,43772.0,BMS,BEMIS CO INC,2670,11199.0,1966-09-13,2019-06-28,2154.0,1980.0,662.413,3.458425925925926,8.545083437428156,8.0-9.0
58173,1980-12-31,11.0,22.25,5990.0,8.124756837706261,1980,2872.0,58173.0,EKO.2,EKCO GROUP INC,3460,18827.0,1972-12-14,1999-09-30,2872.0,1980.0,127.608,3.458425925925926,8.663635315912046,8.0-9.0
50112,1980-12-31,11.0,15.375,3427.0,7.721729228877321,1980,1498.0,50112.0,AZE.A,AMERICAN MAIZE-PRODS  -CL A,2040,5405.0,1970-02-18,1995-11-30,1498.0,1980.0,413.707,3.458425925925926,8.260607707083105,8.0-9.0
32678,1980-12-31,11.0,11.625,2855.0,7.520999074143859,1980,5567.0,32678.0,HEI,HEICO CORP,3724,46619.0,1963-01-31,,5567.0,1980.0,21.603,3.458425925925926,8.059877552349644,8.0-9.0
45947,1980-12-31,11.0,20.375,2655.0,7.733162142829502,1980,6177.0,45947.0,IUTL,IOWA SOUTHERN INC,4931,794248.0,1972-12-14,1991-06-28,6177.0,1980.0,102.126,3.458425925925926,8.272040621035286,8.0-9.0
53575,1980-12-31,11.0,35.5,3618.0,8.10869691557889,1980,3612.0,53575.0,ATX,COSTA INC   -CL A,3950,25793.0,1971-11-16,2014-02-28,3612.0,1980.0,100.922,3.458425925925926,8.647575393784674,8.0-9.0
50842,1980-12-31,10.0,7.75,7749.0,7.77854736339929,1980,6942.0,50842.0,MAGE.1,MAGMA ENERGY INC,6795,61426.0,1974-01-01,1974-01-30,6942.0,1980.0,0.073,3.458425925925926,8.317425841605074,8.0-9.0
57437,1980-12-31,11.0,9.5,3459.0,7.51667416730321,1980,6376.0,57437.0,KWD,KELLWOOD CO,2330,55080.0,1972-12-14,2008-02-29,6376.0,1980.0,590.096,3.458425925925926,8.055552645508994,8.0-9.0
46870,1980-12-31,11.0,18.875,3715.0,7.84584577839782,1980,6301.0,46870.0,JSTN,JUSTIN INDUSTRIES,3250,54182.0,1972-12-14,2000-08-31,6301.0,1980.0,197.862,3.458425925925926,8.384724256603604,8.0-9.0
59010,1980-12-31,11.0,10.75,5028.0,7.732803733265544,1980,4990.0,59010.0,GPS,GAP INC,5651,39911.0,1976-05-20,,4990.0,1980.0,369.841,3.458425925925926,8.271682211471328,8.0-9.0
21629,1980-12-31,10.0,18.0,2144.0,7.586497286124039,1980,2459.0,21629.0,BFC.2,BUFFALO FORGE CO,3564,15185.0,1962-01-31,1981-03-20,2459.0,1980.0,121.061,3.458425925925926,8.125375764329823,8.0-9.0
52724,1980-12-31,10.0,25.625,4239.0,8.035927290632031,1980,3162.0,52724.0,CBC.4,COLDWELL BANKER & CO,6500,21570.0,1971-06-29,1981-12-31,3162.0,1980.0,284.569,3.458425925925926,8.574805768837816,8.0-9.0
54498,1980-12-31,11.0,32.125,6190.0,8.298533785359469,1980,8949.0,54498.0,RBG.1,RANSBURG CORP,3560,82050.0,1972-04-05,1989-04-28,8949.0,1980.0,111.835,3.458425925925926,8.837412263565254,8.0-9.0
60177,1980-12-31,11.0,13.0,2437.0,7.500798881491561,1980,4322.0,60177.0,MSN,EMERSON RADIO CORP,3651,32621.0,1972-12-14,1974-05-28,4322.0,1980.0,87.444,3.458425925925926,8.039677359697345,8.0-9.0
61487,1980-12-31,11.0,23.375,5538.0,8.112104570954111,1980,1121.0,61487.0,AE,ADAMS RESOURCES & ENERGY INC,5172,2178.0,1975-02-07,,1121.0,1980.0,241.163,3.458425925925926,8.650983049159896,8.0-9.0
44206,1980-12-31,11.0,8.0,68212.0,8.736950770377806,1980,7970.0,44206.0,ES,EVERSOURCE ENERGY,4931,72741.0,1967-02-20,,7970.0,1980.0,1324.545,3.458425925925926,9.275829248583591,9.0-10.0
55175,1980-12-31,10.0,33.0,13357.0,8.64422286585054,1980,5793.0,55175.0,EFH.1,HUTTON (E.F.) GROUP,6211,49338.0,1972-07-18,1988-04-29,5793.0,1980.0,1125.271,3.458425925925926,9.183101344056325,9.0-10.0
21397,1980-12-31,11.0,24.5,54525.0,9.12576175861527,1980,2917.0,21397.0,CHA.3,CHAMPION INTERNATIONAL CORP,2621,19150.0,1966-03-31,2000-06-20,2917.0,1980.0,3752.717,3.458425925925926,9.664640236821056,9.0-10.0
15077,1980-12-31,11.0,38.75,9078.0,8.546261885249159,1980,10974.0,15077.0,UST.1,UST INC,2100,811669.0,1962-01-31,2009-01-05,10974.0,1980.0,265.762,3.458425925925926,9.085140363454943,9.0-10.0
16571,1980-12-31,11.0,25.75,29681.0,8.883255762301106,1980,2316.0,16571.0,0141A,HEXION INC,2860,13239.0,1962-01-31,1995-03-14,2316.0,1980.0,4595.789,3.458425925925926,9.42213424050689,9.0-10.0
51772,1980-12-31,11.0,35.625,12588.0,8.651711607257749,1980,2014.0,51772.0,BKB.2,BANKBOSTON CORP,6020,36672.0,1971-01-07,1999-09-30,2014.0,1980.0,2330.541,3.458425925925926,9.190590085463533,9.0-10.0
46471,1980-12-31,11.0,47.75,8313.0,8.598731156421659,1980,4069.0,46471.0,DRV.1,DRAVO CORP,3270,30067.0,1968-07-11,1998-10-30,4069.0,1980.0,1113.925,3.458425925925926,9.137609634627443,9.0-10.0
23210,1980-12-31,10.0,14.625,46289.0,8.830573673398922,1980,12564.0,23210.0,CX2,CLEVELAND ELECTRIC ILLUM,4911,20947.0,1951-01-01,1962-01-30,12564.0,1980.0,893.566,3.458425925925926,9.369452151604706,9.0-10.0
56485,1980-12-31,10.0,96.625,27397.0,9.42279251665273,1980,5775.0,56485.0,HT.,HUGHES TOOL CO,3533,49032.0,1972-12-22,1987-04-30,5775.0,1980.0,1206.155,3.458425925925926,9.961670994858515,9.0-10.0
25144,1980-12-31,11.0,21.5,13928.0,8.47632721802488,1980,2328.0,25144.0,NST,NSTAR,4911,1035675.0,1953-11-02,1962-01-30,2328.0,1980.0,886.396,3.458425925925926,9.015205696230664,9.0-10.0
52919,1980-12-31,11.0,37.125,37237.0,9.140641147096236,1980,7267.0,52919.0,BAC2,MERRILL LYNCH & CO INC,6211,65100.0,1971-07-27,2008-12-31,7267.0,1980.0,3022.472,3.458425925925926,9.67951962530202,9.0-10.0
16598,1980-12-31,10.0,35.875,12207.0,8.641400854314996,1980,4951.0,16598.0,GK.,GK TECHNOLOGIES INC,3679,40478.0,1950-01-01,1962-01-30,4951.0,1980.0,1189.666,3.458425925925926,9.180279332520781,9.0-10.0
39490,1980-12-31,11.0,36.25,14302.0,8.714704784611863,1980,1678.0,39490.0,APA,APACHE CORP,1311,6769.0,1964-01-31,,1678.0,1980.0,96.694,3.458425925925926,9.253583262817648,9.0-10.0
18649,1980-12-31,11.0,25.5,37830.0,8.984376521726698,1980,28590.0,18649.0,BCO,BRINKS CO,7381,78890.0,1950-01-01,1962-01-30,28590.0,1980.0,2051.608,3.458425925925926,9.523254999932483,9.0-10.0
11404,1980-12-31,11.0,24.875,62990.0,9.195034697767635,1980,3413.0,11404.0,ED,CONSOLIDATED EDISON INC,4931,1047862.0,1951-01-01,1962-01-30,3413.0,1980.0,3947.165,3.458425925925926,9.73391317597342,9.0-10.0
23253,1980-12-31,11.0,93.0,9497.0,8.946069386557786,1980,5063.0,23253.0,GIC.3,GENERAL INSTRUMENT CORP,3663,1035881.0,1950-03-01,1962-01-30,5063.0,1980.0,825.074,3.458425925925926,9.484947864763571,9.0-10.0
24627,1980-12-31,11.0,102.5,15534.0,9.202007166210288,1980,7457.0,24627.0,MIS.3,MISSOURI PACIFIC CORP,4011,66953.0,1960-01-01,1962-01-30,7457.0,1980.0,2237.432,3.458425925925926,9.740885644416073,9.0-10.0
34841,1980-12-31,11.0,30.875,12506.0,8.586725390612372,1980,8093.0,34841.0,CVGYQ,COVANTA ENERGY CORP,4991,73902.0,1965-02-26,2002-03-28,8093.0,1980.0,2187.336,3.458425925925926,9.125603868818157,9.0-10.0
19546,1980-12-31,11.0,49.4375,35703.0,9.246761210755228,1980,2437.0,19546.0,TBI.,BROWN (TOM) INC,1311,14803.0,1972-12-14,2004-05-28,2437.0,1980.0,139.621,3.458425925925926,9.785639688961012,9.0-10.0
45428,1980-12-31,11.0,72.0,13238.0,8.979154873183454,1980,5187.0,45428.0,GSF.2,GLOBALSANTAFE CORP,1381,1038914.0,1967-11-29,2001-11-20,5187.0,1980.0,219.936,3.458425925925926,9.518033351389239,9.0-10.0
16029,1980-12-31,10.0,32.75,15195.0,8.696912008743764,1980,3928.0,16029.0,DN,DIAMOND INTERNATIONAL CORP,2621,28691.0,1962-01-31,1982-11-30,3928.0,1980.0,1282.604,3.458425925925926,9.235790486949549,9.0-10.0
24766,1980-12-31,11.0,60.5,14274.0,8.936301067073378,1980,7985.0,24766.0,NOC,NORTHROP GRUMMAN CORP,3812,1133421.0,1962-01-31,,7985.0,1980.0,1655.4,3.458425925925926,9.475179545279163,9.0-10.0
23536,1980-12-31,11.0,22.25,20068.0,8.649834107672664,1980,11550.0,23536.0,WEC,WEC ENERGY GROUP INC,4931,783325.0,1951-01-01,1962-01-30,11550.0,1980.0,1007.145,3.458425925925926,9.188712585878449,9.0-10.0
61604,1980-12-31,11.0,50.0,51829.0,9.413542833884184,1980,8075.0,61604.0,ODR,OCEAN DRILLING & EXPLORATION,1311,73722.0,1972-12-14,1991-07-31,8075.0,1980.0,697.25,3.458425925925926,9.95242131208997,9.0-10.0
78968,1980-12-31,11.0,27.5,14303.0,8.59475983247006,1980,10931.0,78968.0,USBC.,U S BANCORP-OLD,6020,101542.0,1972-12-14,1997-08-01,10931.0,1980.0,525.693,3.458425925925926,9.133638310675845,9.0-10.0
42067,1980-12-31,11.0,34.0,22004.0,8.873980553319983,1980,6331.0,42067.0,FRM,FURMANITE CORP,1700,54441.0,1965-06-07,2016-03-31,6331.0,1980.0,488.589,3.458425925925926,9.412859031525768,9.0-10.0
24715,1980-12-31,11.0,35.375,56230.0,9.29866453204175,1980,3930.0,24715.0,MXS,MAXUS ENERGY CORP,1311,724176.0,1951-11-30,1962-01-30,3930.0,1980.0,3143.04,3.458425925925926,9.837543010247535,9.0-10.0
16424,1980-12-31,11.0,28.0,30206.0,8.92725124940118,1980,5169.0,16424.0,G.1,GILLETTE CO,3420,41499.0,1950-01-01,1962-01-30,5169.0,1980.0,2315.293,3.458425925925926,9.466129727606965,9.0-10.0
23341,1980-12-31,11.0,32.625,47951.0,9.194348188994905,1980,1430.0,23341.0,ACY.1,AMERICAN CYANAMID CO,2800,4829.0,1962-01-31,1994-11-30,1430.0,1980.0,3453.933,3.458425925925926,9.73322666720069,9.0-10.0
14760,1980-12-31,10.0,59.0,33429.0,9.294975396880313,1980,10510.0,14760.0,TG.2,TEXASGULF INC,1400,97571.0,1950-01-01,1962-01-30,10510.0,1980.0,1090.135,3.458425925925926,9.833853875086097,9.0-10.0
56805,1980-12-31,10.0,49.625,20628.0,9.010157642505847,1980,6058.0,56805.0,IFC.1,INTERFIRST CORP,6020,275109.0,1973-05-11,1987-06-30,6058.0,1980.0,1375.137,3.458425925925926,9.549036120711632,9.0-10.0
57461,1980-12-31,10.0,59.375,9464.0,8.749678354252797,1980,1135.0,57461.0,AOI.1,ADOBE OIL & GAS CORP,1311,1076034.0,1973-11-26,1985-11-29,1135.0,1980.0,154.382,3.458425925925926,9.288556832458582,9.0-10.0
51561,1980-12-31,11.0,54.25,30252.0,9.21515383424464,1980,5718.0,51561.0,HCA.1,HCA HOSP CP OF AMER  -CL A,8062,846489.0,1982-01-29,1989-03-16,5718.0,1980.0,1231.548,3.458425925925926,9.754032312450425,9.0-10.0
27756,1980-12-31,11.0,47.75,7721.0,8.566646928374213,1980,8873.0,27756.0,STR,QUESTAR CORP,4923,751652.0,1962-01-01,1962-01-30,8873.0,1980.0,399.595,3.458425925925926,9.105525406579998,9.0-10.0
25582,1980-12-31,11.0,52.125,30469.0,9.200904268787728,1980,5492.0,25582.0,LHX,L3HARRIS TECHNOLOGIES INC,3812,202058.0,1962-01-31,,5492.0,1980.0,1300.932,3.458425925925926,9.739782746993512,9.0-10.0
10364,1980-12-31,11.0,43.25,29611.0,9.10743918609822,1980,1789.0,10364.0,AR.2,ASARCO INC,3330,7649.0,1962-01-31,1999-11-30,1789.0,1980.0,1817.032,3.458425925925926,9.646317664304005,9.0-10.0
15720,1980-12-31,11.0,25.625,75854.0,9.288642361389904,1980,9846.0,15720.0,EIX,EDISON INTERNATIONAL,4911,827052.0,1951-01-01,1962-01-30,9846.0,1980.0,3661.736,3.458425925925926,9.827520839595689,9.0-10.0
59898,1980-12-31,11.0,68.25,5035.0,8.53610213060243,1980,8179.0,59898.0,OREM,OREGON METALLURGICAL CORP,3350,74856.0,1972-12-14,1998-03-31,8179.0,1980.0,100.442,3.458425925925926,9.074980608808215,9.0-10.0
16707,1980-12-31,11.0,24.75,22881.0,8.753050204377963,1980,7007.0,16707.0,JM,JOHNS MANVILLE CORP,3290,355473.0,1950-01-01,1962-01-30,7007.0,1980.0,2266.803,3.458425925925926,9.291928682583748,9.0-10.0
38703,1980-12-31,11.0,28.875,25927.0,8.87427426058275,1980,8007.0,38703.0,WFC,WELLS FARGO & CO,6020,72971.0,1962-12-10,,8007.0,1980.0,1471.177,3.458425925925926,9.413152738788535,9.0-10.0
34032,1980-12-31,11.0,30.375,24616.0,8.87373376984577,1980,7085.0,34032.0,MAS,MASCO CORP,3430,62996.0,1962-07-02,,7085.0,1980.0,766.44,3.458425925925926,9.412612248051555,9.0-10.0
32379,1980-12-31,11.0,43.0,7141.0,8.487227488654355,1980,5306.0,32379.0,GLK.1,GREAT LAKES CHEMICAL CORP,2890,43362.0,1966-01-31,2005-07-29,5306.0,1980.0,126.705,3.458425925925926,9.02610596686014,9.0-10.0
40871,1980-12-31,11.0,43.0,9275.0,8.60078237386667,1980,5451.0,40871.0,HAML,HAMILTON OIL CORP,1311,727283.0,1972-12-14,1991-07-31,5451.0,1980.0,111.366,3.458425925925926,9.139660852072454,9.0-10.0
42833,1980-12-31,11.0,21.125,45930.0,8.986893163039653,1980,8290.0,42833.0,MEC2,PACIFICORP,4911,75594.0,1966-01-03,1999-11-29,8290.0,1980.0,975.433,3.458425925925926,9.525771641245438,9.0-10.0
28425,1980-11-28,10.0,35.625,53252.0,9.278090796350869,1980,7840.0,28425.0,VZ8,VERIZON NEW ENGLAND INC,4813,71344.0,1962-02-28,1980-12-22,7840.0,1980.0,2398.8,3.458425925925926,9.816969274556653,9.0-10.0
44468,1980-12-31,11.0,29.0,13647.0,8.597435189448573,1980,5460.0,44468.0,HNH.1,HANDY & HARMAN,3350,45333.0,1967-05-22,1998-04-30,5460.0,1980.0,760.957,3.458425925925926,9.136313667654358,9.0-10.0
13100,1980-12-31,11.0,26.5,29145.0,8.887809933592271,1980,7127.0,13100.0,MAY.2,MAY DEPARTMENT STORES CO,5311,63416.0,1950-02-01,1962-01-30,7127.0,1980.0,3172.976,3.458425925925926,9.426688411798056,9.0-10.0
17961,1980-12-31,11.0,23.0,14464.0,8.522016249148882,1980,2393.0,17961.0,BGGSQ,BRIGGS & STRATTON,3510,14195.0,1950-01-01,1962-01-30,2393.0,1980.0,708.562,3.458425925925926,9.060894727354667,9.0-10.0
45671,1980-12-31,11.0,37.25,10556.0,8.594625658632324,1980,9483.0,45671.0,SFA.1,SCIENTIFIC-ATLANTA INC,3663,87777.0,1968-01-30,2006-02-28,9483.0,1980.0,191.997,3.458425925925926,9.13350413683811,9.0-10.0
10372,1980-12-31,10.0,32.875,27083.0,8.949562531233315,1980,1567.0,10372.0,TT.2,TRANE INC,3585,836102.0,1950-01-01,1962-01-30,1567.0,1980.0,2673.589,3.458425925925926,9.4884410094391,9.0-10.0
19828,1980-12-31,11.0,4.0,6980.0,7.445915413951123,1980,3708.0,19828.0,WEN,WENDY'S CO,5812,30697.0,2003-09-01,2008-09-29,3708.0,1980.0,266.826,3.458425925925926,7.984793892156907,<8.0
56945,1980-12-31,11.0,3.25,1039.0,6.528498908536052,1980,7799.0,56945.0,NATR,NATURES SUNSHINE PRODS INC,2834,275053.0,2009-10-12,,7799.0,1980.0,7.169,3.458425925925926,7.0673773867418355,<8.0
33532,1980-12-31,11.0,1.6875,2465.0,6.619060705116311,1980,4448.0,33532.0,ESCA,ESCALADE INC,3949,33488.0,1974-01-01,1978-01-30,4448.0,1980.0,25.519,3.458425925925926,7.157939183322095,<8.0
43414,1980-12-31,10.0,17.125,1016.0,7.240524288112364,1980,5005.0,43414.0,GATW.,GATEWAY INDUSTRIES INC,2300,201932.0,1966-07-01,1981-12-31,5005.0,1980.0,52.604,3.458425925925926,7.779402766318148,<8.0
60556,1980-12-31,10.0,10.25,1258.0,7.110404506501023,1980,7771.0,60556.0,NSR.1,NATIONAL SECURITIES & RES CP,6282,728789.0,1978-08-21,1984-03-30,7771.0,1980.0,6.554,3.458425925925926,7.649282984706807,<8.0
70798,1980-12-31,10.0,4.625,408.0,6.275771900164932,1980,9748.0,70798.0,PVSP,PERVASIP CORP,5200,90721.0,1978-01-31,2002-02-13,9748.0,1980.0,33.469,3.458425925925926,6.8146503783707155,<8.0
81430,1980-12-31,10.0,6.25,489.0,6.485188876467696,1980,11267.0,81430.0,WLKF,WALKER FINANCIAL CORP,6411,104224.0,1973-12-01,1979-01-30,11267.0,1980.0,8.185,3.458425925925926,7.0240673546734795,<8.0
24433,1980-12-31,10.0,2.4375,944.0,6.361916618668643,1980,3150.0,24433.0,CODYQ,CODI CORP,3674,21391.0,1979-01-31,1982-06-30,3150.0,1980.0,2.996,3.458425925925926,6.900795096874427,<8.0
71133,1980-12-31,10.0,0.17188,24136.0,6.617890642178797,1980,9806.0,71133.0,3SLMC.,SOLAR METRICS INC,8700,310537.0,1979-06-26,1982-02-16,9806.0,1980.0,0.021,3.458425925925926,7.156769120384581,<8.0
24600,1980-12-31,11.0,7.0,3437.0,7.381277572151482,1980,2535.0,24600.0,CCXI.1,CCX INC,3357,24009.0,1951-04-30,1965-09-29,2535.0,1980.0,191.805,3.458425925925926,7.920156050357265,<8.0
30322,1980-12-31,10.0,0.5,3401.0,6.230576636268741,1980,2711.0,30322.0,3MAGEE,MADISON GROUP ASSOC INC,3949,16926.0,1962-07-02,1995-06-21,2711.0,1980.0,0.534,3.458425925925926,6.769455114474525,<8.0
33770,1980-12-31,10.0,1.375,2058.0,6.451748068592695,1980,4485.0,33770.0,KINS,KINGSTONE COS INC,6331,33992.0,2004-10-07,,4485.0,1980.0,13.595,3.458425925925926,6.990626546798479,<8.0
53162,1980-12-31,10.0,0.875,9633.0,6.925769613308479,1980,7289.0,53162.0,3MTLP,METALS TECHNOLOGY INTL INC,3540,1076503.0,1980-09-30,1981-11-25,7289.0,1980.0,2.454,3.458425925925926,7.464648091514263,<8.0
